Date,Open,High,Low,Close,Adj Close,Volume,RSI,EMAF,EMAM,EMAS,Target,TargetClass,TargetNextClose
2022-09-28,283.0799865722656,289.0,277.57000732421875,287.8099975585937,287.8099975585937,54664800,49.064575320293955,290.4670057867878,281.4920698987784,281.78816885758573,-14.550018310546875,0,268.2099914550781
2022-09-29,282.760009765625,283.6499938964844,265.7799987792969,268.2099914550781,268.2099914550781,77620600,39.97585251080003,288.3472901361488,281.22905844444773,281.608325448281,-0.899993896484375,0,265.25
2022-09-30,266.1499938964844,275.57000732421875,262.4700012207031,265.25,265.25,67726600,38.81251931212904,286.14754821842035,280.91264144554776,281.39165888605214,-12.100006103515597,0,242.3999938964844
2022-10-03,254.5,255.16000366210935,241.00999450683597,242.3999938964844,242.3999938964844,98363500,31.28290752779176,281.98111447347407,280.1500147614079,280.8752129921506,-1.080001831054659,0,249.44000244140625
2022-10-04,250.5200042724609,257.5,242.00999450683597,249.44000244140625,249.44000244140625,109578500,35.418690024486104,278.88196094661043,279.5418957055663,280.45885258750496,-4.199996948242244,0,240.80999755859372
2022-10-05,245.00999450683597,246.6699981689453,233.2700042724609,240.80999755859372,240.80999755859372,86982700,32.82399991309475,275.2560596715612,278.7749274254282,279.93370218977105,-1.30999755859375,0,238.1300048828125
2022-10-06,239.44000244140625,244.5800018310547,235.3500061035156,238.1300048828125,238.1300048828125,69298400,32.04296317616297,271.7202449297756,277.9700774740893,279.38001083471204,-10.8699951171875,0,223.07000732421875
2022-10-07,233.94000244140625,234.57000732421875,222.0200042724609,223.07000732421875,223.07000732421875,83916800,28.027635941689944,267.0868889673416,276.8829473721117,278.6341829736459,-0.9699859619140625,0,222.9600067138672
2022-10-10,223.92999267578125,226.9900054931641,218.3600006103516,222.9600067138672,222.9600067138672,67925000,28.00017708385449,262.88432875272497,275.8151663689781,277.89677666556935,-4.4499969482421875,0,216.5
2022-10-11,220.9499969482422,225.75,215.0,216.5,216.5,77013200,26.374334096851012,258.4667736334178,274.64060861909735,277.08357432562804,1.9100036621094034,1,217.2400054931641
2022-10-12,215.3300018310547,219.3000030517578,211.50999450683597,217.2400054931641,217.2400054931641,66860700,26.895322655919006,254.54041476291744,273.5039630126432,276.29094427486694,13.419998168945312,1,221.72000122070312
2022-10-13,208.3000030517578,222.9900054931641,206.22000122070312,221.72000122070312,221.72000122070312,91483000,30.1035133631799,251.41466109223035,272.47853802666424,275.56815032712973,-19.019989013671875,0,204.9900054931641
2022-10-14,224.00999450683597,226.25999450683597,204.16000366210935,204.9900054931641,204.9900054931641,94124500,25.607182493031292,246.9932653208907,271.1421314418425,274.6333404617792,9.310012817382784,1,219.3500061035156
2022-10-17,210.0399932861328,221.8600006103516,209.4499969482422,219.3500061035156,219.3500061035156,79428800,34.5917187594915,244.360573966855,270.11654480147956,273.90111086763,-9.30999755859375,0,220.19000244140625
2022-10-18,229.5,229.82000732421875,217.25,220.19000244140625,220.19000244140625,75891900,35.083088789530436,242.05861477395513,269.12790039830975,273.1897054580112,2.239990234375,1,222.0399932861328
