Date,Open,High,Low,Close,Adj Close,Volume,RSI,EMAF,EMAM,EMAS,Target,TargetClass,TargetNextClose
2021-10-29,360.6199951171875,371.7366638183594,357.7366638183594,371.3333435058594,371.3333435058594,89755200,54.032389796298574,372.76933135986326,328.6961312866211,318.3158657836914,21.196685791015625,1,402.86334228515625
2021-11-01,381.6666564941406,403.25,372.88665771484375,402.86334228515625,402.86334228515625,168146100,54.032389796298574,372.76933135986326,328.6961312866211,318.3158657836914,4.21331787109375,1,390.6666564941406
2021-11-02,386.4533386230469,402.86334228515625,382.0,390.6666564941406,390.6666564941406,128213400,54.032389796298574,372.76933135986326,328.6961312866211,318.3158657836914,12.176666259765625,1,404.6199951171875
2021-11-03,392.4433288574219,405.1300048828125,384.2066650390625,404.6199951171875,404.6199951171875,103885500,54.032389796298574,372.76933135986326,328.6961312866211,318.3158657836914,-1.5,0,409.9700012207031
2021-11-04,411.4700012207031,414.4966735839844,405.6666564941406,409.9700012207031,409.9700012207031,76192200,54.032389796298574,372.76933135986326,328.6961312866211,318.3158657836914,-1.970001220703125,0,407.36334228515625
2021-11-05,409.3333435058594,413.2900085449219,402.6666564941406,407.36334228515625,407.36334228515625,64886400,54.032389796298574,372.76933135986326,328.6961312866211,318.3158657836914,4.383331298828182,1,387.6466674804688
2021-11-08,383.2633361816406,399.0,377.6666564941406,387.6466674804688,387.6466674804688,100337100,54.032389796298574,372.76933135986326,328.6961312866211,318.3158657836914,-50.03335571289068,0,341.1666564941406
2021-11-09,391.2000122070313,391.5,337.17333984375,341.1666564941406,341.1666564941406,177317400,54.032389796298574,372.76933135986326,328.6961312866211,318.3158657836914,19.179992675781193,1,355.9833374023437
2021-11-10,336.8033447265625,359.3666687011719,329.10333251953125,355.9833374023437,355.9833374023437,128408100,54.032389796298574,372.76933135986326,328.6961312866211,318.3158657836914,-13.086669921875,0,354.5033264160156
2021-11-11,367.5899963378906,368.3233337402344,351.5599975585937,354.5033264160156,354.5033264160156,67189800,54.032389796298574,372.76933135986326,328.6961312866211,318.3158657836914,-4.693328857421875,0,344.47332763671875
2021-11-12,349.1666564941406,351.5,339.7333374023437,344.47332763671875,344.47332763671875,76719300,54.032389796298574,372.76933135986326,328.6961312866211,318.3158657836914,-1.413330078125,0,337.7966613769531
2021-11-15,339.2099914550781,343.99334716796875,326.20001220703125,337.7966613769531,337.7966613769531,104326800,54.032389796298574,372.76933135986326,328.6961312866211,318.3158657836914,17.139984130859375,1,351.57666015625
